,formula,c/a,composition,entropy,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,avg_dev/mean CovalentRadius,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mean BoilingT,MagpieData avg_dev BoilingT,MagpieData mean Density,MagpieData avg_dev Density,MagpieData mean FirstIonizationEnergy,MagpieData avg_dev FirstIonizationEnergy,MagpieData mean HeatCapacityMolar,MagpieData avg_dev HeatCapacityMolar,MagpieData mean HeatFusion,MagpieData avg_dev HeatFusion,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,PymatgenData mean atomic_radius,PymatgenData avg_dev atomic_radius,avg_dev/mean atomic_radius,PymatgenData mean average_ionic_radius,PymatgenData avg_dev average_ionic_radius,avg_dev/mean average_ionic_radius
107,Ni8Mn4Ga2P2,1.269347061,Ni8 Mn4 Ga2 P2,10.0849449,26,3.25,63.125,7.6875,55.6683065,6.538766875,1321.27625,505.585625,10.25,1.875,3.875,0.21875,125.375,6.8125,0.054336989,1.8425,0.154375,2,0,0.5,0.75,6.5,2.375,0,0,9,2,0,0,1,1.5,2.25,1.375,0,0,3.25,1.3125,12.96036381,3.876752617,0.203125,0.35546875,0.29777488,0.29761982,2555.3125,630.6875,7287.375,1711.9375,7.739153875,0.686884031,25.84675,0.5056875,14.983125,3.38609375,175,71,1.3125,0.08125,0.061904762,0.695833333,0.060208333,0.086526946
108,Ni8Mn4Ga1P3,1.380729685,Ni8 Mn4 Ga1 P3,9.813052087,25,3.75,63.6875,8.53125,53.24647912,8.352268922,1322.175625,504.2365625,10.375,2.0625,3.8125,0.3046875,124.4375,7.28125,0.05851331,1.86625,0.16515625,2,0,0.625,0.9375,5.875,2.640625,0,0,8.5,2.0625,0,0,0.875,1.3125,2.25,1.375,0,0,3.125,1.171875,13.19240994,4.224821813,0.3046875,0.495117188,0.29777488,0.29761982,2435.09375,756.1445313,7032.3125,2094.53125,8.019615688,0.925152867,25.708875,0.706828125,15.7928125,2.717382812,171.125,76.8125,1.29375,0.11015625,0.085144928,0.682708333,0.066953125,0.098069881
109,Ni8Mn4P4,1.390554617,Ni8 Mn4 P4,8.644238489,24,4.5,64.25,9.375,50.82465175,9.925444875,1323.075,502.8875,10.5,2.25,3.75,0.375,123.5,8.25,0.066801619,1.89,0.17,2,0,0.75,1.125,5.25,2.75,0,0,8,2,0,0,0.75,1.125,2.25,1.375,0,0,3,1,13.42445608,4.57289101,0.40625,0.609375,0.29777488,0.29761982,2314.875,880.6875,6777.25,2477.125,8.3000775,1.09330625,25.571,0.8735,16.6025,1.84625,167.25,82.625,1.275,0.1375,0.107843137,0.669583333,0.070416667,0.105164904
110,Ni8Mn4Ga3As1,1.23303363,Ni8 Mn4 Ga3 As1,9.813052087,28.125,1.6875,62.625,6.9375,60.83687375,5.092888125,1368.670625,434.4940625,10.125,1.6875,4,0,127.0625,5.96875,0.046974914,1.818125,0.137109375,2,0,0.375,0.5625,7.75,1.375,0,0,10.125,1.6875,0,0,1.125,1.6875,2.25,1.375,0,0,3.375,1.421875,12.7036153,3.491629849,0,0,0.29777488,0.29761982,2696.375,489.625,7786.4375,1121.5625,7.415061438,0.530910164,26.035625,0.1765625,14.5421875,4.175039063,189.125,49.8125,1.340625,0.0390625,0.029137529,0.715833333,0.040729167,0.056897556
111,Ni8Mn4Ga2As2,1.188080117,Ni8 Mn4 Ga2 As2,10.0849449,28.25,1.875,63.25,7.875,61.16178625,5.580256875,1417.86375,360.704375,10.25,1.875,4,0,126.875,6.0625,0.047783251,1.84125,0.1534375,2,0,0.5,0.75,7.75,1.375,0,0,10.25,1.875,0,0,1,1.5,2.25,1.375,0,0,3.25,1.3125,12.91095905,3.802645474,0,0,0.29777488,0.29761982,2597,589,7775.375,1132.625,7.651892625,0.534176844,25.94875,0.3271875,15.720625,3.93921875,195.5,40.25,1.33125,0.053125,0.039906103,0.709583333,0.043020833,0.060628303
112,Ni8Mn4Ga1As3,1.309427099,Ni8 Mn4 Ga1 As3,9.813052087,28.375,2.0625,63.875,8.8125,61.48669875,6.067625625,1467.056875,286.9146875,10.375,2.0625,4,0,126.6875,6.15625,0.048593981,1.864375,0.163984375,2,0,0.625,0.9375,7.75,1.375,0,0,10.375,2.0625,0,0,0.875,1.3125,2.25,1.375,0,0,3.125,1.171875,13.1183028,4.113661099,0,0,0.29777488,0.29761982,2497.625,688.375,7764.3125,1143.6875,7.888723813,0.71245357,25.861875,0.458203125,16.8990625,3.408789062,201.875,30.6875,1.321875,0.0671875,0.050827423,0.703333333,0.04375,0.062203791
113,Ni8Mn4As4,1.364848587,Ni8 Mn4 As4,8.644238489,28.5,2.25,64.5,9.75,61.81161125,6.554994375,1516.25,213.125,10.5,2.25,4,0,126.5,6.25,0.049407115,1.8875,0.16875,2,0,0.75,1.125,7.75,1.375,0,0,10.5,2.25,0,0,0.75,1.125,2.25,1.375,0,0,3,1,13.32564655,4.424676724,0,0,0.29777488,0.29761982,2398.25,787.75,7753.25,1154.75,8.125555,0.8315225,25.775,0.5675,18.0775,3.18125,208.25,21.125,1.3125,0.08125,0.061904762,0.697083333,0.042916667,0.06156605
114,Ni8Mn4Ga3Sb1,1.160118384,Ni8 Mn4 Ga3 Sb1,9.813052087,29.25,3.375,62.6875,7.03125,63.76427375,9.483988125,1357.031875,451.9521875,10.125,1.6875,4.0625,0.1171875,128.3125,6.6796875,0.052057964,1.81,0.13,2,0,0.375,0.5625,7.75,1.375,0,0,10.125,1.6875,0,0,1.125,1.6875,2.25,1.375,0,0,3.375,1.421875,13.2901778,4.371473599,0,0,0.29777488,0.29761982,2757.1875,428.8125,7847.0625,1060.9375,7.341298313,0.503248992,26.0725,0.12375,14.2515625,3.920742188,189.125,49.8125,1.359375,0.031640625,0.023275862,0.726458333,0.0390625,0.05377115
115,Co50Ni20Ga30,1.114554857,Co50 Ni20 Ga30,8.560535159,28.4,1.56,63.4,6.36,62.1221775,4.5604935,1320.473,610.5378,10.4,1.56,4,0,124.4,1.6,0.012861736,1.865,0.033,2,0,0.3,0.42,8.1,1.14,0,0,10.4,1.56,0,0,1.5,2.1,1.9,1.14,0,0,3.4,0.96,12.84375,3.60825,0,0,0.89331454,0.65515666,2980.3,301.98,8002.8,1259.28,7.2682553,0.76137258,25.428,0.618,13.2715,4.6119,161.2,58.32,1.335,0.021,0.015730337,0.760166667,0.008166667,0.010743258
116,Ni2MnGa,1.23,Ni2 Mn1 Ga1,8.644238489,28,1.5,62,6,60.51196125,4.605519375,1319.4775,508.28375,10,1.5,4,0,127.25,5.875,0.046168959,1.795,0.1225,2,0,0.25,0.375,7.75,1.375,0,0,10,1.5,0,0,1.25,1.875,2.25,1.375,0,0,3.5,1.5,12.49627155,3.180614224,0,0,0.29777488,0.29761982,2795.75,390.25,7797.5,1110.5,7.17823025,0.589464625,26.1225,0.09875,13.36375,4.11625,182.75,59.375,1.35,0.025,0.018518519,0.722083333,0.036875,0.051067513
117,Ni9Mn3Ga4,1.23,Ni9 Mn3 Ga4,8.181695187,28.1875,1.40625,62.5625,5.71875,60.74667094,4.488164531,1332.54,514.815,10.1875,1.40625,4,0,126.3125,4.7578125,0.037666997,1.8175,0.1040625,2,0,0.25,0.375,7.9375,1.1015625,0,0,10.1875,1.40625,0,0,1.25,1.875,2.0625,1.1015625,0,0,3.3125,1.4765625,12.48579741,3.185851293,0,0,0.334967666,0.292980413,2849,379.125,7887.375,1148.203125,7.1910915,0.59589525,26.106875,0.079921875,13.649375,4.309453125,183.25,59.625,1.346875,0.0234375,0.017401392,0.7278125,0.029804688,0.040951053
118,Ni9Mn4Ga3,1.294,Ni9 Mn4 Ga3,8.181695187,27.8125,1.40625,61.1875,4.8046875,59.82261125,3.712645781,1408.545625,414.6133594,9.8125,1.40625,4,0,127.375,5.8125,0.045632974,1.80125,0.125625,2,0,0.1875,0.3046875,7.625,1.3125,0,0,9.8125,1.40625,0,0,0.9375,1.5234375,2.375,1.3125,0,0,3.3125,1.4765625,11.9626778,2.585558324,0,0,0.334987049,0.292958607,2840.0625,389.1796875,7985.25,1038.09375,7.280761438,0.480547664,26.125,0.0975,14.1071875,3.794414063,192.8125,48.3046875,1.353125,0.0234375,0.017321016,0.720833333,0.03625,0.050289017
119,Ni9Mn4Ga2Al1,1.285,Ni9 Mn4 Ga2 Al1,9.173941211,26.6875,2.5546875,61.125,4.703125,57.15126991,4.87782887,1447.955625,350.5721094,9.8125,1.40625,3.9375,0.1171875,127.3125,5.84375,0.045900835,1.78875,0.14171875,2,0,0.1875,0.3046875,7,1.875,0,0,9.1875,1.8671875,0,0,0.9375,1.5234375,2.375,1.3125,0,0,3.3125,1.4765625,11.81408405,2.344093481,0,0,0.334987049,0.292958607,2859.75,367.03125,7785,1263.375,7.279915625,0.481922109,26.010625,0.226328125,14.4275,3.4340625,202.875,34.71875,1.35,0.025,0.018518519,0.715520833,0.038658854,0.054028971
120,Ni9Mn4Ga1Al2,1.28,Ni9 Mn4 Ga1 Al2,9.173941211,25.5625,3.421875,61.0625,4.6015625,54.47992858,6.874597494,1487.365625,286.5308594,9.8125,1.40625,3.875,0.21875,127.25,5.875,0.046168959,1.77625,0.1546875,2,0,0.1875,0.3046875,6.375,2.28125,0,0,8.5625,2.171875,0,0,0.9375,1.5234375,2.375,1.3125,0,0,3.3125,1.4765625,11.6654903,2.102628637,0,0,0.334987049,0.292958607,2879.4375,344.8828125,7584.75,1488.65625,7.279069813,0.483296555,25.89625,0.4240625,14.7478125,3.073710938,212.9375,18.6171875,1.346875,0.030078125,0.022331787,0.710208333,0.039739583,0.055954825
121,Ni9Mn4Al3,1.264,Ni9 Mn4 Al3,8.181695187,24.4375,4.2890625,61,4.5,51.80858724,9.310143239,1526.775625,226.3774219,9.8125,1.40625,3.8125,0.3046875,127.1875,5.90625,0.046437346,1.76375,0.16453125,2,0,0.1875,0.3046875,5.75,2.53125,0,0,7.9375,2.3203125,0,0,0.9375,1.5234375,2.375,1.3125,0,0,3.3125,1.4765625,11.51689655,1.861163793,0,0,0.334987049,0.292958607,2899.125,322.734375,7384.5,1756.6875,7.278224,0.484671,25.781875,0.593203125,15.068125,2.713359375,223,3,1.34375,0.03515625,0.026162791,0.704895833,0.039492187,0.056025565
122,Ni9Mn4In3,1.294,Ni9 Mn4 In3,8.181695187,31.1875,6.6796875,61.375,5.109375,68.27792375,17.45252859,1432.328125,375.9667969,9.8125,1.40625,4.1875,0.3046875,131.125,8.015625,0.061129647,1.795625,0.128671875,2,0,0.1875,0.3046875,7.625,1.3125,0,0,9.8125,1.40625,0,0,0.9375,1.5234375,2.375,1.3125,0,0,3.3125,1.4765625,12.97564655,4.231632543,0,0,0.334987049,0.292958607,2815.3125,417.0234375,8248.875,741.515625,7.240835,0.545428125,26.258125,0.211640625,13.6770625,4.278304688,206.875,25.453125,1.4,0.05625,0.040178571,0.754583333,0.06953125,0.092145224
123,Ni9Mn4Ga2In1,1.274,Ni9 Mn4 Ga2 In1,9.173941211,28.9375,3.0234375,61.25,4.90625,62.64104875,8.292606719,1416.473125,401.7311719,9.8125,1.40625,4.0625,0.1171875,128.625,6.859375,0.053328474,1.799375,0.127109375,2,0,0.1875,0.3046875,7.625,1.3125,0,0,9.8125,1.40625,0,0,0.9375,1.5234375,2.375,1.3125,0,0,3.3125,1.4765625,12.30033405,3.134249731,0,0,0.334987049,0.292958607,2831.8125,398.4609375,8073.125,939.234375,7.267452625,0.502174484,26.169375,0.146640625,13.9638125,3.955710938,197.5,40.6875,1.36875,0.03828125,0.027968037,0.732083333,0.041875,0.057199772
124,Ni9Mn4Ga1In2,1.239,Ni9 Mn4 Ga1 In2,9.173941211,30.0625,4.8515625,61.3125,5.0078125,65.45948625,12.87256766,1424.400625,388.8489844,9.8125,1.40625,4.125,0.21875,129.875,7.59375,0.058469682,1.7975,0.128125,2,0,0.1875,0.3046875,7.625,1.3125,0,0,9.8125,1.40625,0,0,0.9375,1.5234375,2.375,1.3125,0,0,3.3125,1.4765625,12.6379903,3.682941137,0,0,0.334987049,0.292958607,2823.5625,407.7421875,8161,840.375,7.254143813,0.523801305,26.21375,0.1846875,13.8204375,4.117007813,202.1875,33.0703125,1.384375,0.04921875,0.035553047,0.743333333,0.05125,0.068946188
125,Ni9Mn4In3,1.249,Ni9 Mn4 In3,8.181695187,31.1875,6.6796875,61.375,5.109375,68.27792375,17.45252859,1432.328125,375.9667969,9.8125,1.40625,4.1875,0.3046875,131.125,8.015625,0.061129647,1.795625,0.128671875,2,0,0.1875,0.3046875,7.625,1.3125,0,0,9.8125,1.40625,0,0,0.9375,1.5234375,2.375,1.3125,0,0,3.3125,1.4765625,12.97564655,4.231632543,0,0,0.334987049,0.292958607,2815.3125,417.0234375,8248.875,741.515625,7.240835,0.545428125,26.258125,0.211640625,13.6770625,4.278304688,206.875,25.453125,1.4,0.05625,0.040178571,0.754583333,0.06953125,0.092145224
126,Co41Ni32Al27,1.16,Co41 Ni32 Al27,9.009833545,23.54,5.6916,63.01,5.3946,50.22951337,12.55390638,1529.8769,322.059726,10.4,1.404,3.73,0.3942,124.01,1.6318,0.013158616,1.8167,0.111618,2,0,0.27,0.3942,5.43,2.9322,0,0,7.7,2.538,0,0,1.35,1.971,1.87,1.0098,0,0,3.22,0.9612,11.95245,2.444877,0,0,0.825399496,0.592918797,3085.36,158.4144,7228.56,2445.4224,7.29210746,0.705423308,25.0485,0.65376,15.1273,2.385342,212.29,14.9978,1.323,0.03942,0.029795918,0.734066667,0.031896,0.043451094
127,Co47.5Ni22.5Ga30,1.18,Co47.5 Ni22.5 Ga30,8.733220265,28.425,1.545,63.475,6.315,62.11618263,4.564090425,1319.473,609.9378,10.425,1.545,4,0,124.35,1.5675,0.012605549,1.86575,0.03345,2,0,0.3,0.42,8.125,1.125,0,0,10.425,1.545,0,0,1.5,2.1,1.875,1.125,0,0,3.375,0.975,12.845625,3.607125,0,0,0.869487628,0.645034394,2979.95,301.77,8003,1259.4,7.26222505,0.75775443,25.4595,0.617025,13.3035,4.6311,161.975,58.785,1.335,0.021,0.015730337,0.759458333,0.00875625,0.011529599
128,Mn2NiGa,1.28,Mn2 Ni1 Ga1,8.644238489,27.25,2.25,59.75,7.75,59.5731225,5.07493875,1267.2275,482.15875,9.25,2.25,4,0,131,8,0.061068702,1.705,0.155,2,0,0.25,0.375,7,2,0,0,9.25,2.25,0,0,1.25,1.875,3,2,0,0,4.25,1.125,12.5381681,3.159665948,0,0,0.149003735,0.223195482,2582.75,301.625,7438,767,7.12678525,0.563742125,26.185,0.135,12.22125,3.318125,180.75,58.375,1.3625,0.0375,0.027522936,0.699166667,0.050833333,0.072705601
129,Mn2NiGa,1.28,Mn2 Ni1 Ga1,8.644238489,27.25,2.25,59.75,7.75,59.5731225,5.07493875,1267.2275,482.15875,9.25,2.25,4,0,131,8,0.061068702,1.705,0.155,2,0,0.25,0.375,7,2,0,0,9.25,2.25,0,0,1.25,1.875,3,2,0,0,4.25,1.125,12.5381681,3.159665948,0,0,0.149003735,0.223195482,2582.75,301.625,7438,767,7.12678525,0.563742125,26.185,0.135,12.22125,3.318125,180.75,58.375,1.3625,0.0375,0.027522936,0.699166667,0.050833333,0.072705601
130,Mn2NiAl,1.26,Mn2 Ni1 Al1,8.644238489,22.75,4.875,59.5,7.5,48.88775715,10.95310928,1424.8675,245.69875,9.25,2.25,3.75,0.375,130.75,8.25,0.063097514,1.655,0.1275,2,0,0.25,0.375,4.5,2.25,0,0,6.75,1.875,0,0,1.25,1.875,3,2,0,0,4.25,1.125,11.9437931,2.268103448,0,0,0.149003735,0.223195482,2661.5,327.5,6637,1968.5,7.123402,0.568817,25.7275,0.76375,13.5025,1.98875,221,4,1.35,0.05,0.037037037,0.677916667,0.031041667,0.045789798
131,Mn2NiAl,1.25,Mn2 Ni1 Al1,8.644238489,22.75,4.875,59.5,7.5,48.88775715,10.95310928,1424.8675,245.69875,9.25,2.25,3.75,0.375,130.75,8.25,0.063097514,1.655,0.1275,2,0,0.25,0.375,4.5,2.25,0,0,6.75,1.875,0,0,1.25,1.875,3,2,0,0,4.25,1.125,11.9437931,2.268103448,0,0,0.149003735,0.223195482,2661.5,327.5,6637,1968.5,7.123402,0.568817,25.7275,0.76375,13.5025,1.98875,221,4,1.35,0.05,0.037037037,0.677916667,0.031041667,0.045789798
132,Mn2NiIn,1.28,Mn2 Ni1 In1,8.644238489,31.75,8.625,60,8,70.8468725,21.98556375,1298.9375,434.59375,9.25,2.25,4.25,0.375,136,6,0.044117647,1.6975,0.1475,2,0,0.25,0.375,7,2,0,0,9.25,2.25,0,0,1.25,1.875,3,2,0,0,4.25,1.125,13.8887931,5.185603448,0,0,0.149003735,0.223195482,2549.75,318.125,7789.5,559.25,7.07355,0.643595,26.3625,0.18875,11.64775,4.178375,199.5,30.25,1.425,0.0625,0.043859649,0.744166667,0.097916667,0.131578948
133,Mn2NiIn,1.22,Mn2 Ni1 In1,8.644238489,31.75,8.625,60,8,70.8468725,21.98556375,1298.9375,434.59375,9.25,2.25,4.25,0.375,136,6,0.044117647,1.6975,0.1475,2,0,0.25,0.375,7,2,0,0,9.25,2.25,0,0,1.25,1.875,3,2,0,0,4.25,1.125,13.8887931,5.185603448,0,0,0.149003735,0.223195482,2549.75,318.125,7789.5,559.25,7.07355,0.643595,26.3625,0.18875,11.64775,4.178375,199.5,30.25,1.425,0.0625,0.043859649,0.744166667,0.097916667,0.131578948
134,Mn2NiSn,1.24,Mn2 Ni1 Sn1,8.644238489,32,9,61.25,9.375,71.8198725,23.44506375,1317.77,406.345,9.5,2.5,4.25,0.375,135.25,5.625,0.041589649,1.7425,0.1925,2,0,0.5,0.75,7,2,0,0,9.5,2.5,0,0,1,1.5,3,2,0,0,4,1,16.1450431,8.569978448,0,0,0.149003735,0.223195482,2682.25,348.25,7789.5,559.25,7.46294,0.08843,26.425,0.2825,12.6125,2.73125,200,29.5,1.4,0.025,0.017857143,0.716666667,0.068333333,0.095348837
135,Mn2NiSn,1.18,Mn2 Ni1 Sn1,8.644238489,32,9,61.25,9.375,71.8198725,23.44506375,1317.77,406.345,9.5,2.5,4.25,0.375,135.25,5.625,0.041589649,1.7425,0.1925,2,0,0.5,0.75,7,2,0,0,9.5,2.5,0,0,1,1.5,3,2,0,0,4,1,16.1450431,8.569978448,0,0,0.149003735,0.223195482,2682.25,348.25,7789.5,559.25,7.46294,0.08843,26.425,0.2825,12.6125,2.73125,200,29.5,1.4,0.025,0.017857143,0.716666667,0.068333333,0.095348837
136,Ni2Mn1.4In0.6,1.239,Ni2 Mn1.4 In0.6,8.302188563,30.1,5.67,59.95,5.565,65.79771575,14.70608527,1460.1125,309.10875,9.4,1.68,4.15,0.255,131.95,7.95,0.060250095,1.7645,0.15015,2,0,0.15,0.255,7.25,1.575,0,0,9.4,1.68,0,0,0.75,1.275,2.75,1.575,0,0,3.5,1.5,12.46965517,3.537103448,0,0,0.297805892,0.297588808,2761.65,424.35,8165,743,7.289761,0.4510203,26.258,0.188,13.75215,3.72785,209.3,21.09,1.3975,0.0475,0.033989267,0.737916667,0.062708333,0.084980237
137,Ni2Mn1.5In0.5,1.264,Ni2 Mn1.5 In0.5,8.100452855,29.5,4.875,59.375,5.53125,64.30071688,12.62932078,1487.34375,264.3984375,9.25,1.6875,4.125,0.21875,131.875,7.875,0.05971564,1.75875,0.1565625,2,0,0.125,0.21875,7.125,1.59375,0,0,9.25,1.6875,0,0,0.625,1.09375,2.875,1.59375,0,0,3.5,1.5,12.12534483,3.033663793,0,0,0.297813645,0.297581055,2761.375,424.625,8169,739,7.3309525,0.386148125,26.2475,0.1775,13.992625,3.487375,211.25,18.0625,1.39375,0.04375,0.031390135,0.730625,0.06171875,0.084473909
138,Ni2Mn1.6In0.4,1.279,Ni2 Mn1.6 In0.4,7.842998534,28.9,4.02,58.8,5.44,62.803718,10.4028564,1514.575,216.965,9.1,1.68,4.1,0.18,131.8,7.8,0.059180577,1.753,0.1624,2,0,0.1,0.18,7,1.6,0,0,9.1,1.68,0,0,0.5,0.9,3,1.6,0,0,3.5,1.5,11.78103448,2.495793103,0,0,0.297821398,0.297573302,2761.1,424.9,8173,735,7.372144,0.3171568,26.237,0.167,14.2331,3.2469,213.2,14.84,1.39,0.04,0.028776978,0.723333333,0.06,0.082949309
139,Ni50.1Fe18.6Ga27.2Co4.1,1.22,Ni50.1 Fe18.6 Ga27.2 Co4.1,9.512979601,28.403,1.412768,63.297,5.822432,61.1734804,4.650938665,1357.45352,573.6716749,10.403,1.412768,4,0,125.026,2.674196,0.021389119,1.86669,0.04448804,2,0,0.272,0.396032,8.131,1.016736,0,0,10.403,1.412768,0,0,1.36,1.98016,1.869,1.016736,0,0,3.229,1.250236,12.715385,3.34131056,0,0,0.754363345,0.569660242,2984.054,275.837376,7898.26,1093.90216,7.252317482,0.681640966,25.82704,0.35385616,13.50946,4.31090624,180.681,63.474464,1.3457,0.0248608,0.018474251,0.767526667,0.031676227,0.041270523
140,Mn2NiSi,1.37,Mn2 Ni1 Si1,8.644238489,23,4.5,60.75,8.75,49.1637475,10.53912375,1613.25,94.25,9.5,2.5,3.75,0.375,128.25,10.75,0.083820663,1.7275,0.1775,2,0,0.5,0.75,4.5,2.25,0,0,7,1.5,0,0,1,1.5,3,2,0,0,4,1,12.9337931,3.753103448,0.19325,0.289875,0.149003735,0.223195482,2756.75,422.75,6544.5,2107.25,7.66488,0.2434,24.675,2.3425,23.3775,13.41625,221.5,4.5,1.3125,0.10625,0.080952381,0.644166667,0.052083333,0.080853816
141,Ni2MnSi,1.02,Ni2 Mn1 Si1,8.644238489,23.75,4.875,63,7.5,50.10258625,11.00854313,1665.5,73.25,10.25,1.875,3.75,0.375,124.5,7.25,0.058232932,1.8175,0.13375,2,0,0.5,0.75,5.25,2.75,0,0,7.75,2.25,0,0,1,1.5,2.25,1.375,0,0,3.25,1.25,12.89189655,3.774051724,0.19325,0.289875,0.29777488,0.29761982,2969.75,317.875,6904,2287,7.716325,0.2176775,24.6125,2.31125,24.52,12.845,223.5,3.25,1.3,0.1,0.076923077,0.667083333,0.072916667,0.109306684
142,Ni2FeIn,1.29,Ni2 Fe1 In1,8.644238489,32.75,8.125,63,6,72.01245,21.402775,1424.1875,497.21875,10.25,1.375,4.25,0.375,130.5,6.5,0.049808429,1.8575,0.0525,2,0,0.25,0.375,8,1,0,0,10.25,1.375,0,0,1.25,1.875,2,1,0,0,3.25,1.25,13.9075,5.17625,0,0,0.82536305,0.642649875,2962.75,308.875,8250,658,7.24209,0.727865,25.995,0.4475,13.01525,4.862125,204.5,32.75,1.4125,0.06875,0.048672566,0.818125,0.078125,0.095492743
143,Ni8Mn5Ga3,1.31,Ni8 Mn5 Ga3,8.51294404,27.625,1.640625,60.625,5.390625,59.58790156,3.800661914,1395.483125,409.7149219,9.625,1.640625,4,0,128.3125,6.6796875,0.052057964,1.77875,0.14296875,2,0,0.1875,0.3046875,7.4375,1.5234375,0,0,9.625,1.640625,0,0,0.9375,1.5234375,2.5625,1.5234375,0,0,3.5,1.5,11.97315194,2.581630523,0,0,0.297794263,0.297600437,2786.8125,399.1875,7895.375,1012.625,7.267900188,0.475724695,26.140625,0.112109375,13.8215625,3.6584375,192.3125,48.1171875,1.35625,0.02734375,0.02016129,0.715104167,0.041731771,0.058357611
144,Ni7Co1Mn5Ga3,1.28,Ni7 Co1 Mn5 Ga3,10.0791776,27.5625,1.671875,60.4375,5.578125,59.60288875,3.795041719,1397.983125,410.6524219,9.5625,1.671875,4,0,128.4375,6.6015625,0.051399027,1.776875,0.141796875,2,0,0.1875,0.3046875,7.375,1.53125,0,0,9.5625,1.671875,0,0,0.9375,1.5234375,2.625,1.53125,0,0,3.5625,1.4375,11.96846444,2.583388335,0,0,0.357361544,0.357167719,2787.6875,400.0625,7894.875,1012.125,7.282975813,0.481378055,26.061875,0.1684375,13.7415625,3.5784375,190.375,47.390625,1.35625,0.02734375,0.02016129,0.716875,0.042838542,0.059757338
145,Ni1.75Co0.25Mn1.5Sn0.5,1.26,Ni1.75 Co0.25 Mn1.5 Sn0.5,9.666686416,29.5625,5.109375,59.8125,6.0859375,64.80220406,13.47694898,1499.26,248.545,9.3125,1.7734375,4.125,0.21875,131.625,7.375,0.056030389,1.779375,0.17203125,2,0,0.25,0.4375,7.0625,1.5546875,0,0,9.3125,1.7734375,0,0,0.5,0.875,2.9375,1.5546875,0,0,3.4375,1.3125,13.24878233,5.009054418,0,0,0.357380927,0.357148336,2828.5,370.875,8168.5,738.5,7.540723125,0.129228125,26.2,0.2875,14.395,2.925,209.5625,19.0859375,1.38125,0.03125,0.022624434,0.718645833,0.052734375,0.0733802
