,formula,c/a,composition,entropy,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,avg_dev/mean CovalentRadius,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mean BoilingT,MagpieData avg_dev BoilingT,MagpieData mean Density,MagpieData avg_dev Density,MagpieData mean FirstIonizationEnergy,MagpieData avg_dev FirstIonizationEnergy,MagpieData mean HeatCapacityMolar,MagpieData avg_dev HeatCapacityMolar,MagpieData mean HeatFusion,MagpieData avg_dev HeatFusion,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,PymatgenData mean atomic_radius,PymatgenData avg_dev atomic_radius,avg_dev/mean atomic_radius,PymatgenData mean average_ionic_radius,PymatgenData avg_dev average_ionic_radius,avg_dev/mean average_ionic_radius
146,Ni7Co1Mn6In2,1.22,Ni7 Co1 Mn6 In2,9.666686416,29.4375,4.890625,59.1875,5.5390625,64.31570406,12.62557398,1489.84375,265.0234375,9.1875,1.6640625,4.125,0.21875,132,7.75,0.058712121,1.756875,0.15515625,2,0,0.125,0.21875,7.0625,1.5546875,0,0,9.1875,1.6640625,0,0,0.625,1.09375,2.9375,1.5546875,0,0,3.5625,1.4375,12.12065733,3.034835668,0,0,0.357380927,0.357148336,2762.25,425.5,8168.5,738.5,7.346028125,0.389917031,26.16875,0.25625,13.912625,3.407375,209.3125,19.4921875,1.39375,0.04375,0.031390135,0.732395833,0.063046875,0.086083061
147,Ni45.2Co5.1Mn36.7In13,1.22,Ni45.2 Co5.1 Mn36.7 In13,9.50955777,29.578,5.04972,59.364,5.544304,64.62361226,13.05054081,1484.5645,274.25177,9.238,1.666968,4.13,0.2262,131.947,7.790682,0.059044025,1.75945,0.1537363,2,0,0.13,0.2262,7.108,1.558288,0,0,9.238,1.666968,0,0,0.65,1.131,2.892,1.558288,0,0,3.542,1.449252,12.18987914,3.138231424,0,0,0.34820425,0.345887396,2764.7,425.2558,8172.106,739.493364,7.33563325,0.402811045,26.18459,0.24379754,13.89296,3.47800224,209.303,19.839686,1.39435,0.0446161,0.031997777,0.733803333,0.06273498,0.085492907
148,Ni50Mn30Ga20,1.22,Ni50 Mn30 Ga20,8.560535159,27.7,1.62,60.9,5.34,59.7727135,3.9801146,1380.282,430.9488,9.7,1.62,4,0,128.1,6.54,0.051053864,1.782,0.1392,2,0,0.2,0.32,7.5,1.5,0,0,9.7,1.62,0,0,1,1.6,2.5,1.5,0,0,3.5,1.5,12.07777586,2.711889655,0,0,0.297790386,0.297604314,2788.6,397.4,7875.8,1032.2,7.2499662,0.50026608,26.137,0.1098,13.73,3.75,190.4,50.56,1.355,0.027,0.019926199,0.7165,0.0409,0.057083043
149,Ni50Mn25Ga19Cu6,1.23,Ni50 Mn25 Ga19 Cu6,9.789658119,27.88,1.44,61.4,5.1,60.14134125,4.049589375,1382.7691,413.34635,9.88,1.44,4,0,127.85,6.073,0.047500978,1.8004,0.1252,1.94,0.1128,0.19,0.3078,7.75,1.375,0,0,9.88,1.44,0.06,0.1128,0.95,1.539,2.25,1.375,0,0,3.26,1.5312,12.02902155,2.59482181,0,0,0.29777488,0.29761982,2839.13,390.1744,7978.46,1042.5248,7.28185499,0.487370516,26.0271,0.190452,13.84465,3.63535,192.41,48.7958,1.353,0.0235,0.01736881,0.725683333,0.038675,0.053294596
150,Ni50Mn25Ga17Cu8,1.25,Ni50 Mn25 Ga17 Cu8,9.947186656,27.84,1.42,61.2,4.8,60.01780125,3.864279375,1403.8663,381.70055,9.84,1.42,4,0,128.05,6.107,0.047692308,1.8022,0.1261,1.92,0.1472,0.17,0.2822,7.75,1.375,0,0,9.84,1.42,0.08,0.1472,0.85,1.411,2.25,1.375,0,0,3.18,1.5288,11.87327155,2.374637672,0,0,0.29777488,0.29761982,2853.59,387.8356,8038.78,1010.2152,7.31639657,0.447812494,25.9953,0.248848,14.00495,3.47505,195.63,44.7542,1.354,0.023,0.016986706,0.726883333,0.039275,0.054032055
151,Ni50Mn16Ga25Cu9,1.2,Ni50 Mn16 Ga25 Cu9,10.00236821,28.36,1.4352,63.08,5.6256,61.2866772,4.624839504,1304.9668,501.0284,10.36,1.4352,4,0,126.62,4.93,0.038935397,1.8265,0.09673,1.91,0.1638,0.25,0.375,8.2,1.224,0,0,10.36,1.4352,0.09,0.1638,1.25,1.875,1.8,1.224,0,0,3.14,1.5252,12.54868879,3.154405603,0,0,0.297746969,0.297647731,2873.69,371.0458,7928,1158.56,7.20454265,0.602620825,25.9533,0.272394,13.42585,4.085497,183.47,59.735,1.3455,0.02275,0.016908213,0.737533333,0.028544,0.03870198
152,Ni50Mn14Ga25Cu11,1.2,Ni50 Mn14 Ga25 Cu11,10.06994358,28.44,1.4032,63.32,5.4896,61.4588363,4.591257864,1301.7422,499.4161,10.44,1.4032,4,0,126.48,4.72,0.037318153,1.8335,0.09113,1.89,0.1958,0.25,0.375,8.3,1.224,0,0,10.44,1.4032,0.11,0.1958,1.25,1.875,1.7,1.224,0,0,3.06,1.5132,12.56033707,3.148581466,0,0,0.297740767,0.297653933,2891.01,362.9678,7957,1162.86,7.21038985,0.605544425,25.9157,0.324654,13.43965,4.075627,183.63,59.815,1.3445,0.02225,0.016548903,0.740966667,0.026904,0.036309326
153,Ni50Mn22.5Ga22.5Cu5,1.22,Ni50 Mn22.5 Ga22.5 Cu5,9.707467126,28.05,1.4225,62.05,5.5725,60.57273513,4.414945681,1341.81825,467.5087125,10.05,1.4225,4,0,127.325,5.72125,0.044934223,1.806,0.1152,1.95,0.095,0.225,0.34875,7.875,1.29375,0,0,10.05,1.4225,0.05,0.095,1.125,1.74375,2.125,1.29375,0,0,3.3,1.53,12.3161444,2.943610022,0,0,0.297767127,0.297627573,2835.475,386.9775,7909.15,1099.935,7.228716225,0.553236851,26.03575,0.1621625,13.581375,3.9004875,186.975,55.33875,1.35,0.0225,0.016666667,0.727875,0.03579375,0.049175683
154,Ni50Mn21.5Ga21.5Cu7,1.22,Ni50 Mn21.5 Ga21.5 Cu7,9.9242739,28.07,1.3901,62.07,5.4001,60.59704468,4.337014535,1350.75455,450.5731565,10.07,1.3901,4,0,127.355,5.65765,0.044424247,1.8104,0.112144,1.93,0.1302,0.215,0.33755,7.925,1.25775,0,0,10.07,1.3901,0.07,0.1302,1.075,1.68775,2.075,1.25775,0,0,3.22,1.5308,12.24409353,2.84376478,0,0,0.297764026,0.297630674,2851.365,383.4439,7953.81,1089.4566,7.248910615,0.537332134,26.00105,0.218547,13.668425,3.811575,188.665,53.60595,1.35,0.0215,0.015925926,0.730191667,0.035199083,0.048205265
155,Ni2Mn1.5Sn0.375C0.125,1.34,Ni2 Mn1.5 Sn0.375 C0.125,8.684859654,28.25,4.078125,59.90625,5.9296875,61.45286375,10.73571305,1600.445,266.4646875,9.375,1.78125,4.03125,0.181640625,129.53125,8.876953125,0.068531363,1.7996875,0.187265625,2,0,0.25,0.4375,6.8125,1.78515625,0,0,9.0625,1.86328125,0,0,0.5,0.875,2.875,1.59375,0,0,3.375,1.375,12.38956358,3.917894329,0.1405,0.27221875,0.297813645,0.297581055,2872.15625,403.6171875,8011.1875,896.8125,7.648034375,0.225766602,25.70146875,1.074029297,17.9203125,6.217480469,213.15625,14.7265625,1.3578125,0.048925781,0.036032796,0.7003125,0.064003906,0.091393351
156,Ni2Mn1.5Sn0.25C0.25,1.4,Ni2 Mn1.5 Sn0.25 C0.25,8.820806063,26.875,4.015625,59.8125,5.859375,58.11851063,8.148825547,1704.13,288.72875,9.375,1.78125,3.9375,0.2421875,127.5625,10.0078125,0.078454189,1.818125,0.20109375,2,0,0.25,0.4375,6.5,1.9375,0,0,8.75,1.90625,0,0,0.5,0.875,2.875,1.59375,0,0,3.375,1.375,11.52565733,2.719917834,0.281,0.526875,0.297813645,0.297581055,2916.6875,442.2265625,7853.375,1054.625,7.77042125,0.436234844,25.1241875,2.075898437,21.365625,12.00429688,214.8125,11.828125,1.334375,0.079296875,0.05942623,0.68375,0.07453125,0.109003656
157,Ni2Mn1.5Sn0.125C0.375,1.42,Ni2 Mn1.5 Sn0.125 C0.375,8.684859654,25.5,4.03125,59.71875,5.7890625,54.7841575,8.020023281,1807.815,377.8471875,9.375,1.78125,3.84375,0.345703125,125.59375,10.89257813,0.086728664,1.8365625,0.214921875,2,0,0.25,0.4375,6.1875,2.05078125,0,0,8.4375,1.91015625,0,0,0.5,0.875,2.875,1.59375,0,0,3.375,1.375,10.66175108,1.413953058,0.4215,0.76396875,0.297813645,0.297581055,2961.21875,475.8027344,7695.5625,1212.4375,7.892808125,0.631404727,24.54690625,3.005607422,24.8109375,17.36044922,216.46875,8.9296875,1.3109375,0.114550781,0.08738081,0.6671875,0.082988281,0.124385246
158,Ni2Mn1.5C0.5,1.44,Ni2 Mn1.5 C0.5,8.100452855,24.125,4.53125,59.625,5.71875,51.44980438,9.859776094,1911.5,477.875,9.375,1.78125,3.75,0.4375,123.625,11.90625,0.096309403,1.855,0.22875,2,0,0.25,0.4375,5.875,2.125,0,0,8.125,1.875,0,0,0.5,0.875,2.875,1.59375,0,0,3.375,1.375,9.797844828,1.039461207,0.562,0.9835,0.297813645,0.297581055,3005.75,503.8125,7537.75,1370.25,8.015195,0.81127625,23.969625,3.86315625,28.25625,22.2859375,218.125,6.875,1.2875,0.146875,0.11407767,0.650625,0.089375,0.137367915
159,Ni45Co5Mn25Ga20Cu5,1.199,Ni45 Co5 Mn25 Ga20 Cu5,11.03569485,27.85,1.51,61.35,5.325,60.215101,4.1362495,1374.2205,430.16925,9.85,1.51,4,0,127.85,5.99,0.046851779,1.798,0.124,1.95,0.095,0.2,0.32,7.7,1.42,0,0,9.85,1.51,0.05,0.095,1,1.6,2.3,1.42,0,0,3.35,1.485,12.10314655,2.701741379,0,0,0.345428705,0.345273645,2832.6,391.54,7947.9,1056.51,7.2766447,0.51093748,25.98,0.271,13.7005,3.6515,189.25,50.1,1.3525,0.02375,0.017560074,0.7265,0.039083333,0.053796742
160,Ni45Co5Mn24Fe1Ga20Cu5,1.193,Ni45 Co5 Mn24 Fe1 Ga20 Cu5,11.38476676,27.86,1.496,61.38,5.31,60.22417055,4.131714725,1377.1405,431.62925,9.86,1.496,4,0,127.78,5.892,0.046110502,1.8008,0.120384,1.95,0.095,0.2,0.32,7.71,1.406,0,0,9.86,1.496,0.05,0.095,1,1.6,2.29,1.406,0,0,3.34,1.474,12.10557069,2.700771724,0,0,0.366532232,0.359052729,2840.6,388.608,7951.94,1052.066,7.2813285,0.512811,25.9678,0.285916,13.7095,3.64451,189.37,50.148,1.3525,0.02375,0.017560074,0.728541667,0.0385,0.052845296
161,Ni45Co5Mn23Fe2Ga20Cu5,1.186,Ni45 Co5 Mn23 Fe2 Ga20 Cu5,11.61511699,27.87,1.482,61.41,5.295,60.2332401,4.12717995,1380.0605,433.08925,9.87,1.482,4,0,127.71,5.794,0.045368413,1.8036,0.116656,1.95,0.095,0.2,0.32,7.72,1.392,0,0,9.87,1.482,0.05,0.095,1,1.6,2.28,1.392,0,0,3.33,1.463,12.10799483,2.699802069,0,0,0.387635759,0.371987673,2848.6,385.356,7955.98,1047.622,7.2860123,0.51468452,25.9556,0.300344,13.7185,3.63716,189.49,50.196,1.3525,0.02375,0.017560074,0.730583333,0.037835,0.051787385
162,Ni45Co5Mn21Fe4Ga20Cu5,1.182,Ni45 Co5 Mn21 Fe4 Ga20 Cu5,11.94954869,27.89,1.454,61.47,5.265,60.2513792,4.1181104,1385.9005,436.00925,9.89,1.454,4,0,127.57,5.598,0.04388179,1.8092,0.108864,1.95,0.095,0.2,0.32,7.74,1.364,0,0,9.89,1.454,0.05,0.095,1,1.6,2.26,1.364,0,0,3.31,1.441,12.1128431,2.697862759,0,0,0.429842812,0.395325137,2864.6,377.892,7964.06,1038.734,7.2953799,0.51843156,25.9312,0.327736,13.7365,3.62138,189.73,50.292,1.3525,0.02375,0.017560074,0.734666667,0.03626,0.049355717
163,Ni45Co5Mn20Fe5Ga20Cu5,1.182,Ni45 Co5 Mn20 Fe5 Ga20 Cu5,12.07578128,27.9,1.44,61.5,5.25,60.26044875,4.113575625,1388.8205,437.46925,9.9,1.44,4,0,127.5,5.5,0.043137255,1.812,0.1056,1.95,0.095,0.2,0.32,7.75,1.35,0,0,9.9,1.44,0.05,0.095,1,1.6,2.25,1.35,0,0,3.3,1.43,12.11526724,2.696893103,0,0,0.450946339,0.405727657,2872.6,373.68,7968.1,1034.29,7.3000637,0.52030508,25.919,0.3407,13.7455,3.61295,189.85,50.34,1.3525,0.02375,0.017560074,0.736708333,0.03535,0.047983711
164,Ni45Co5Mn19Fe6Ga20Cu5,1.18,Ni45 Co5 Mn19 Fe6 Ga20 Cu5,12.18111448,27.91,1.426,61.53,5.235,60.2695183,4.10904085,1391.7405,438.92925,9.91,1.426,4,0,127.43,5.402,0.042391901,1.8148,0.102544,1.95,0.095,0.2,0.32,7.76,1.336,0,0,9.91,1.426,0.05,0.095,1,1.6,2.24,1.336,0,0,3.29,1.419,12.11769138,2.695923448,0,0,0.472049866,0.415286036,2880.6,369.148,7972.14,1029.846,7.3047475,0.5221786,25.9068,0.353176,13.7545,3.60416,189.97,50.388,1.3525,0.02375,0.017560074,0.73875,0.034358333,0.046508742
165,Ni2Mn1.5Sn0.5,1.33,Ni2 Mn1.5 Sn0.5,8.100452855,29.625,5.09375,60,6,64.78721688,13.48069578,1496.76,247.92,9.375,1.78125,4.125,0.21875,131.5,7.5,0.057034221,1.78125,0.1734375,2,0,0.25,0.4375,7.125,1.59375,0,0,9.375,1.78125,0,0,0.5,0.875,2.875,1.59375,0,0,3.375,1.375,13.25346983,5.007882543,0,0,0.297813645,0.297581055,2827.625,370.21875,8169,739,7.5256475,0.1141525,26.27875,0.20875,14.475,3.005,211.5,17.625,1.38125,0.03125,0.022624434,0.716875,0.05140625,0.071708806
166,Ni2Mn1.5In0.5,1.3,Ni2 Mn1.5 In0.5,8.100452855,29.5,4.875,59.375,5.53125,64.30071688,12.62932078,1487.34375,264.3984375,9.25,1.6875,4.125,0.21875,131.875,7.875,0.05971564,1.75875,0.1565625,2,0,0.125,0.21875,7.125,1.59375,0,0,9.25,1.6875,0,0,0.625,1.09375,2.875,1.59375,0,0,3.5,1.5,12.12534483,3.033663793,0,0,0.297813645,0.297581055,2761.375,424.625,8169,739,7.3309525,0.386148125,26.2475,0.1775,13.992625,3.487375,211.25,18.0625,1.39375,0.04375,0.031390135,0.730625,0.06171875,0.084473909
167,Ni1.75Fe0.25Mn1.5In0.5,1.32,Ni1.75 Fe0.25 Mn1.5 In0.5,9.666686416,29.375,4.90625,59,5.75,64.12269188,12.67382703,1492.53125,265.6953125,9.125,1.734375,4.125,0.21875,132.375,7.375,0.055712937,1.75375,0.1528125,2,0,0.125,0.21875,7,1.625,0,0,9.125,1.734375,0,0,0.625,1.09375,3,1.625,0,0,3.625,1.421875,12.15096983,3.027257543,0,0,0.392517902,0.392285311,2758.125,421.375,8104.375,703.171875,7.347365,0.39025125,26.186875,0.238125,13.76325,3.258,211.5,18.125,1.396875,0.041015625,0.029362416,0.73765625,0.066992188,0.090817624
168,Ni2Mn1.5Sb0.5,1.32,Ni2 Mn1.5 Sb0.5,8.100452855,29.75,5.3125,60.625,6.46875,65.16846688,14.14788328,1546.5975,181.4025,9.5,1.875,4.125,0.21875,131.5,7.5,0.057034221,1.7925,0.181875,2,0,0.375,0.65625,7.125,1.59375,0,0,9.5,1.875,0,0,0.375,0.65625,2.875,1.59375,0,0,3.25,1.3125,13.03784483,4.630538793,0,0,0.297813645,0.297581055,2700.75,485.25,8092.375,815.625,7.68370625,0.231170937,26.05875,0.2071875,16.055,2.35875,214.625,12.15625,1.38125,0.03125,0.022624434,0.716875,0.05140625,0.071708806
169,Ni1.75Fe0.25Mn1.5Sb0.5,1.31,Ni1.75 Fe0.25 Mn1.5 Sb0.5,9.666686416,29.625,5.34375,60.25,6.84375,64.99044188,14.19238953,1551.785,186.59,9.375,1.953125,4.125,0.21875,132,7,0.053030303,1.7875,0.178125,2,0,0.375,0.65625,7,1.625,0,0,9.375,1.953125,0,0,0.375,0.65625,3,1.625,0,0,3.375,1.296875,13.06346983,4.624132543,0,0,0.392517902,0.392285311,2697.5,482,8027.75,770.21875,7.70011875,0.252352969,25.998125,0.304296875,15.825625,2.438671875,214.875,12.21875,1.384375,0.030078125,0.021726862,0.72390625,0.056679688,0.078297
170,Ni2MnGa,1.28,Ni2 Mn1 Ga1,8.644238489,28,1.5,62,6,60.51196125,4.605519375,1319.4775,508.28375,10,1.5,4,0,127.25,5.875,0.046168959,1.795,0.1225,2,0,0.25,0.375,7.75,1.375,0,0,10,1.5,0,0,1.25,1.875,2.25,1.375,0,0,3.5,1.5,12.49627155,3.180614224,0,0,0.29777488,0.29761982,2795.75,390.25,7797.5,1110.5,7.17823025,0.589464625,26.1225,0.09875,13.36375,4.11625,182.75,59.375,1.35,0.025,0.018518519,0.722083333,0.036875,0.051067513
171,Ni2MnGa0.75Zn0.25,1.28,Ni2 Mn1 Ga0.75 Zn0.25,9.813052087,27.9375,1.46875,61.6875,5.53125,60.24052375,4.198363125,1343.838125,471.7428125,9.9375,1.46875,4,0,127.25,5.875,0.046168959,1.785,0.134375,2,0,0.1875,0.3046875,7.75,1.375,0,0,9.9375,1.46875,0,0,0.9375,1.5234375,2.25,1.375,0,0,3.1875,1.5859375,12.1901778,2.721473599,0,0,0.29777488,0.29761982,2714.6875,471.3125,7874.75,1033.25,7.390411375,0.521666391,26.0825,0.11875,13.4564375,4.0235625,190.875,47.578125,1.353125,0.0234375,0.017321016,0.729583333,0.040625,0.055682467
172,Ni2MnGa0.5Zn0.5,1.26,Ni2 Mn1 Ga0.5 Zn0.5,10.0849449,27.875,1.4375,61.375,5.0625,59.96908625,3.791206875,1368.19875,435.201875,9.875,1.4375,4,0,127.25,5.875,0.046168959,1.775,0.14375,2,0,0.125,0.21875,7.75,1.375,0,0,9.875,1.4375,0,0,0.625,1.09375,2.25,1.375,0,0,2.875,1.59375,11.88408405,2.262332974,0,0,0.29777488,0.29761982,2633.625,552.375,7952,956,7.6025925,0.485109125,26.0425,0.16625,13.549125,3.930875,199,35,1.35625,0.021875,0.016129032,0.737083333,0.044375,0.060203505
173,Ni2MnGa0.25Zn0.75,1.25,Ni2 Mn1 Ga0.25 Zn0.75,9.813052087,27.8125,1.40625,61.0625,4.59375,59.69764875,3.384050625,1392.559375,398.6609375,9.8125,1.40625,4,0,127.25,5.875,0.046168959,1.765,0.150625,2,0,0.0625,0.1171875,7.75,1.375,0,0,9.8125,1.40625,0,0,0.3125,0.5859375,2.25,1.375,0,0,2.5625,1.5234375,11.5779903,1.803192349,0,0,0.29777488,0.29761982,2552.5625,633.4375,8029.25,878.75,7.814773625,0.592284516,26.0025,0.2296875,13.6418125,3.8381875,207.125,22.8125,1.359375,0.0203125,0.014942529,0.744583333,0.052708333,0.070789031
174,Ni2MnZn,1.23,Ni2 Mn1 Zn1,8.644238489,27.75,1.375,60.75,4.375,59.42621125,2.976894375,1416.92,362.12,9.75,1.375,4,0,127.25,5.875,0.046168959,1.755,0.155,2,0,0,0,7.75,1.375,0,0,9.75,1.375,0,0,0,0,2.25,1.375,0,0,2.25,1.375,11.27189655,1.344051724,0,0,0.29777488,0.29761982,2471.5,714.5,8106.5,801.5,8.02695475,0.683622125,25.9625,0.28625,13.7345,3.7455,215.25,10.625,1.3625,0.01875,0.013761468,0.752083333,0.063958333,0.085041551
175,Ni43Co7Mn20Fe2Ga21Cu7,1.179,Ni43 Co7 Mn20 Fe2 Ga21 Cu7,12.16394407,27.99,1.4142,61.81,5.4264,60.55804465,4.267594996,1365.475,447.356,9.99,1.4142,4,0,127.44,5.4448,0.042724419,1.8126,0.106132,1.93,0.1302,0.21,0.3318,7.85,1.333,0,0,9.99,1.4142,0.07,0.1302,1.05,1.659,2.15,1.333,0,0,3.27,1.4478,12.20184224,2.795376259,0,0,0.406687985,0.390296417,2867.63,377.5166,7969.16,1070.8376,7.28233651,0.538874914,25.8899,0.385768,13.63345,3.674412,187.5,51.87,1.3505,0.02178,0.01612736,0.7357,0.034946667,0.047501246
176,Ni43Co7Mn19.75Fe2Ga21Cu7.25,1.176,Ni43 Co7 Mn19.75 Fe2 Ga21 Cu7.25,12.18526735,28,1.405,61.84,5.4204,60.57956454,4.270376036,1365.071925,447.1667876,10,1.405,4,0,127.4225,5.41995,0.042535267,1.813475,0.105532125,1.9275,0.1344875,0.21,0.3318,7.8625,1.3259375,0,0,10,1.405,0.0725,0.1344875,1.05,1.659,2.1375,1.3259375,0,0,3.26,1.4477,12.20329828,2.794764724,0,0,0.40668721,0.390297224,2869.795,376.612925,7972.785,1071.441175,7.28306741,0.539181892,25.8852,0.39149,13.635175,3.672618,187.52,51.8784,1.350375,0.021586875,0.015985837,0.736129167,0.034679354,0.04711042
177,Ni43Co7Mn19.5Fe2Ga21Cu7.5,1.165,Ni43 Co7 Mn19.5 Fe2 Ga21 Cu7.5,12.20561066,28.01,1.4043,61.87,5.4141,60.60108442,4.272941878,1364.66885,446.9735445,10.01,1.4043,4,0,127.405,5.3951,0.042346062,1.81435,0.1049235,1.925,0.13875,0.21,0.3318,7.875,1.31875,0,0,10.01,1.4043,0.075,0.13875,1.05,1.659,2.125,1.31875,0,0,3.25,1.4475,12.20475431,2.79415319,0,0,0.406686435,0.39029803,2871.96,375.6876,7976.41,1072.0085,7.28379831,0.53948887,25.8805,0.397165,13.6369,3.670824,187.54,51.8868,1.35025,0.0213925,0.015843362,0.736558333,0.03440775,0.046714223
178,Ni43Co7Mn19.25Fe2Ga21Cu7.75,1.186,Ni43 Co7 Mn19.25 Fe2 Ga21 Cu7.75,12.22499452,28.02,1.4035,61.9,5.4075,60.62260431,4.27529252,1364.265775,446.7762706,10.02,1.4035,4,0,127.3875,5.37025,0.042156805,1.815225,0.104306125,1.9225,0.1429875,0.21,0.3318,7.8875,1.3114375,0,0,10.02,1.4035,0.0775,0.1429875,1.05,1.659,2.1125,1.3114375,0,0,3.24,1.4472,12.20621034,2.793541655,0,0,0.406685659,0.390298836,2874.125,374.740625,7980.035,1072.539575,7.28452921,0.539795848,25.8758,0.402793,13.638625,3.66903,187.56,51.8952,1.350125,0.021196875,0.015699935,0.7369875,0.034131854,0.046312663
179,Ni43Co7Mn20Fe2Ga21Cu8,1.188,Ni43 Co7 Mn20 Fe2 Ga21 Cu8,12.25720284,28,1.405940594,61.83168317,5.403587884,60.58762837,4.267520344,1365.398713,443.0354985,10,1.405940594,4,0,127.4851485,5.454367219,0.042784334,1.813465347,0.105783747,1.920792079,0.145868052,0.207920792,0.329379473,7.871287129,1.332026272,0,0,10,1.405940594,0.079207921,0.145868052,1.03960396,1.646897363,2.128712871,1.332026272,0,0,3.247524752,1.452602686,12.19063588,2.772359336,0,0,0.402661371,0.390578313,2870.920792,376.4505441,7978.574257,1068.251348,7.28673298,0.535367754,25.87554455,0.40582688,13.63311881,3.638372709,187.8712871,51.51083227,1.35049505,0.021566513,0.015969339,0.736534653,0.034931216,0.047426439
180,Ni43Co7Mn20Fe2Ga20.5Cu7.5,1.194,Ni43 Co7 Mn20 Fe2 Ga20.5 Cu7.5,12.20766402,27.98,1.4084,61.76,5.3544,60.52715965,4.223120596,1370.7493,439.761008,9.98,1.4084,4,0,127.49,5.4609,0.042833948,1.81305,0.1064705,1.925,0.13875,0.205,0.32595,7.85,1.333,0,0,9.98,1.4084,0.075,0.13875,1.025,1.62975,2.15,1.333,0,0,3.25,1.4475,12.16290474,2.744784056,0,0,0.406687985,0.390296417,2871.245,376.53845,7984.24,1063.004,7.290971905,0.529585071,25.88195,0.3976435,13.673525,3.632734,188.305,50.96505,1.35075,0.02167,0.016042939,0.736,0.035066667,0.047644928
181,Ni43Co7Mn20Fe2Ga20Cu8,1.202,Ni43 Co7 Mn20 Fe2 Ga20 Cu8,12.24759658,27.97,1.4026,61.71,5.2824,60.49627465,4.178646196,1376.0236,432.166016,9.97,1.4026,4,0,127.54,5.476,0.04293555,1.8135,0.1068,1.92,0.1472,0.2,0.32,7.85,1.333,0,0,9.97,1.4026,0.08,0.1472,1,1.6,2.15,1.333,0,0,3.23,1.4468,12.12396724,2.693413103,0,0,0.406687985,0.390296417,2874.86,375.488,7999.32,1054.8688,7.2996073,0.52012252,25.874,0.40936,13.7136,3.591056,189.11,50.044,1.351,0.02156,0.015958549,0.7363,0.035186667,0.047788492
182,Ni43Co7Mn20Fe2Ga19.5Cu8.5,1.211,Ni43 Co7 Mn20 Fe2 Ga19.5 Cu8.5,12.28388996,27.96,1.3968,61.66,5.2104,60.46538965,4.134171796,1381.2979,424.571024,9.96,1.3968,4,0,127.59,5.4901,0.043029234,1.81395,0.1071205,1.915,0.15555,0.195,0.31395,7.85,1.333,0,0,9.96,1.3968,0.085,0.15555,0.975,1.56975,2.15,1.333,0,0,3.21,1.4457,12.08502974,2.641263401,0,0,0.406687985,0.390296417,2878.475,374.36525,8014.4,1046.432,7.308242695,0.510487261,25.86605,0.4209175,13.753675,3.549378,189.915,49.10685,1.35125,0.02145,0.015874191,0.7366,0.035306667,0.04793194
183,Ni15Co1Mn11In5,1.25,Ni15 Co1 Mn11 In5,9.316553643,30.21875,5.869140625,60,5.625,66.17945906,15.19954404,1454.554688,320.2514648,9.40625,1.6796875,4.15625,0.263671875,132.03125,7.90625,0.059881657,1.765,0.1478125,2,0,0.15625,0.263671875,7.25,1.5625,0,0,9.40625,1.6796875,0,0,0.78125,1.318359375,2.75,1.5625,0,0,3.53125,1.46875,12.55338901,3.658315935,0,0,0.327587595,0.327374387,2762.15625,424.71875,8163.75,743.75,7.287000938,0.468950293,26.22125,0.23,13.65203125,3.74796875,207.84375,22.37890625,1.3984375,0.0484375,0.034636872,0.740625,0.064036458,0.086462728
